"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","Stock.Exchange"
"SMED","Sharps Compliance Corp","7.25","$112.29M","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/smed","NASDAQ"
"SHSP","SharpSpring, Inc.","3.45","$24.95M","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/shsp","NASDAQ"
"SHEN","Shenandoah Telecommunications Co","21.41","$1.04B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shen","NASDAQ"
"SHLO","Shiloh Industries, Inc.","4.05","$70.22M","1993","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/shlo","NASDAQ"
"SCCI","Shimmick Construction Company, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/scci","NASDAQ"
"SHPG","Shire plc","182.27","$36.49B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/shpg","NASDAQ"
"SCVL","Shoe Carnival, Inc.","23.19","$462.69M","1993","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/scvl","NASDAQ"
"SHBI","Shore Bancshares Inc","10.61","$134.02M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/shbi","NASDAQ"
"SHOR","ShoreTel, Inc.","8.59","$563.44M","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/shor","NASDAQ"
"SFLY","Shutterfly, Inc.","41.37","$1.45B","2006","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/sfly","NASDAQ"
"SIFI","SI Financial Group, Inc.","13.78","$168.37M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sifi","NASDAQ"
"SIEB","Siebert Financial Corp.","1.15","$25.4M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sieb","NASDAQ"
"SIEN","Sientra, Inc.","8.34","$150.07M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/sien","NASDAQ"
"BSRR","Sierra Bancorp","16.97","$224.82M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bsrr","NASDAQ"
"SWIR","Sierra Wireless, Inc.","14.69","$475.03M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/swir","NASDAQ"
"SIFY","Sify Technologies Limited","1","$178.53M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sify","NASDAQ"
"SIGM","Sigma Designs, Inc.","6.26","$228.19M","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/sigm","NASDAQ"
"SGMA","SigmaTron International, Inc.","6.29","$26.23M","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/sgma","NASDAQ"
"SGNL","Signal Genetics, Inc.","0.59","$6.27M","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/sgnl","NASDAQ"
"SBNY","Signature Bank","135.36","$6.89B","2004","Finance","Major Banks","http://www.nasdaq.com/symbol/sbny","NASDAQ"
"SBNYW","Signature Bank","105.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbnyw","NASDAQ"
"SLGN","Silgan Holdings Inc.","53.02","$3.2B","1997","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/slgn","NASDAQ"
"SILC","Silicom Ltd","31.34","$227.99M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/silc","NASDAQ"
"SGI","Silicon Graphics International Corp","6.92","$245.42M","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sgi","NASDAQ"
"SLAB","Silicon Laboratories, Inc.","43.45","$1.81B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/slab","NASDAQ"
"SIMO","Silicon Motion Technology Corporation","30.24","$1.03B","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/simo","NASDAQ"
"SPIL","Siliconware Precision Industries Company, Ltd.","7.69","$4.81B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spil","NASDAQ"
"SSRI","Silver Standard Resources Inc.","3.93","$317.65M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ssri","NASDAQ"
"SAMG","Silvercrest Asset Management Group Inc.","10.67","$135.35M","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/samg","NASDAQ"
"SFNC","Simmons First National Corporation","42.21","$1.26B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfnc","NASDAQ"
"SLP","Simulations Plus, Inc.","11.2","$190.02M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/slp","NASDAQ"
"SINA","Sina Corporation","45.5","$2.73B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sina","NASDAQ"
"SBGI","Sinclair Broadcast Group, Inc.","30.51","$2.89B","1995","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sbgi","NASDAQ"
"SINO","Sino-Global Shipping America, Ltd.","0.556","$4.65M","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino","NASDAQ"
"SVA","Sinovac Biotech, Ltd.","4.88","$272.35M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sva","NASDAQ"
"SIRI","Sirius XM Holdings Inc.","3.73","$19.44B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/siri","NASDAQ"
"SIRO","Sirona Dental Systems, Inc.","104.32","$5.84B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/siro","NASDAQ"
"SITO","SITO Mobile, Ltd.","1.8501","$31.74M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sito","NASDAQ"
"SZMK","Sizmek Inc.","3.43","$101.47M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/szmk","NASDAQ"
"SKUL","Skullcandy, Inc.","3.18","$90.73M","2011","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/skul","NASDAQ"
"SKYS","Sky Solar Holdings, Ltd.","4.5","$219.39M","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/skys","NASDAQ"
"SKLN","Skyline Medical Inc.","3.1399","$16.34M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/skln","NASDAQ"
"SKLNU","Skyline Medical Inc.","8.29","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/sklnu","NASDAQ"
"MOBI","Sky-mobi Limited","2.03","$57.04M","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mobi","NASDAQ"
"SPU","SkyPeople Fruit Juice, Inc.","n/a","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/spu","NASDAQ"
"SKYW","SkyWest, Inc.","14.86","$754.18M","1986","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/skyw","NASDAQ"
"SWKS","Skyworks Solutions, Inc.","67.03","$12.81B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/swks","NASDAQ"
"ISM","SLM Corporation","22.34","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ism","NASDAQ"
"JSM","SLM Corporation","14.74","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jsm","NASDAQ"
"OSM","SLM Corporation","23.8","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/osm","NASDAQ"
"SLM","SLM Corporation","6.06","$2.58B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slm","NASDAQ"
"SLMAP","SLM Corporation","44.2","$145.86M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slmap","NASDAQ"
"SLMBP","SLM Corporation","39.77","$159.08M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slmbp","NASDAQ"
"SMT","SMART Technologies Inc.","0.2189","$26.8M","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/smt","NASDAQ"
"SMBK","SmartFinancial, Inc.","15.4","$88.33M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/smbk","NASDAQ"
"SWHC","Smith & Wesson Holding Corporation","20.8","$1.13B","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/swhc","NASDAQ"
"SMSI","Smith Micro Software, Inc.","0.5965","$27.5M","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/smsi","NASDAQ"
"SMTX","SMTC Corporation","1.33","$21.83M","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/smtx","NASDAQ"
"LNCE","Snyder&#39;s-Lance, Inc.","35.07","$2.48B","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/lnce","NASDAQ"
"SODA","SodaStream International Ltd.","13.12","$276.02M","2010","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/soda","NASDAQ"
"SOHU","Sohu.com Inc.","51.38","$1.99B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sohu","NASDAQ"
"SLRC","Solar Capital Ltd.","16.29","$691.76M","2010","n/a","n/a","http://www.nasdaq.com/symbol/slrc","NASDAQ"
"SUNS","Solar Senior Capital Ltd.","14.11","$162.74M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/suns","NASDAQ"
"SLTD","Solar3D, Inc.","2.66","$47.32M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/sltd","NASDAQ"
"SCTY","SolarCity Corporation","32.04","$3.13B","2012","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/scty","NASDAQ"
"SEDG","SolarEdge Technologies, Inc.","25.72","$1.01B","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/sedg","NASDAQ"
"SZYM","Solazyme, Inc.","1.95","$157.05M","2011","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/szym","NASDAQ"
"SONC","Sonic Corp.","30.24","$1.49B","1991","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sonc","NASDAQ"
"SOFO","Sonic Foundry, Inc.","5.49","$23.96M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sofo","NASDAQ"
"SONS","Sonus Networks, Inc.","5.95","$295.95M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sons","NASDAQ"
"SPHS","Sophiris Bio, Inc.","2.34","$39.42M","2013","n/a","n/a","http://www.nasdaq.com/symbol/sphs","NASDAQ"
"SORL","SORL Auto Parts, Inc.","1.71","$33.01M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sorl","NASDAQ"
"SRNE","Sorrento Therapeutics, Inc.","6.1","$230.38M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/srne","NASDAQ"
"SOHO","Sotherly Hotels Inc.","5.34","$77.38M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/soho","NASDAQ"
"SOHOL","Sotherly Hotels LP","25.8","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sohol","NASDAQ"
"SOHOM","Sotherly Hotels LP","25.33","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sohom","NASDAQ"
"SFBC","Sound Financial Bancorp, Inc.","22.285","$54.95M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sfbc","NASDAQ"
"SSB","South State Corporation","64.78","$1.57B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssb","NASDAQ"
"SOCB","Southcoast Financial Corporation","12.83","$91.14M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/socb","NASDAQ"
"SFST","Southern First Bancshares, Inc.","21.91","$136.79M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfst","NASDAQ"
"SMBC","Southern Missouri Bancorp, Inc.","23.75","$176.34M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/smbc","NASDAQ"
"SONA","Southern National Bancorp of Virginia, Inc.","12.88","$157.16M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sona","NASDAQ"
"SBSI","Southside Bancshares, Inc.","20.66","$524.2M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbsi","NASDAQ"
"OKSB","Southwest Bancorp, Inc.","15.82","$318.5M","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/oksb","NASDAQ"
"SP","SP Plus Corporation","22.23","$494.21M","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/sp","NASDAQ"
"SPAN","Span-America Medical Systems, Inc.","18.8","$51.24M","1983","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/span","NASDAQ"
"SBSA","Spanish Broadcasting System, Inc.","3.15","$20.5M","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sbsa","NASDAQ"
"SGRP","SPAR Group, Inc.","1.04","$21.38M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sgrp","NASDAQ"
"SPKE","Spark Energy, Inc.","23.97","$331.92M","2014","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/spke","NASDAQ"
"ONCE","Spark Therapeutics, Inc.","30.75","$759.92M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/once","NASDAQ"
"SPAR","Spartan Motors, Inc.","2.85","$97.7M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/spar","NASDAQ"
"SPTN","SpartanNash Company","n/a","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/sptn","NASDAQ"
"SPPI","Spectrum Pharmaceuticals, Inc.","5.19","$349.49M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sppi","NASDAQ"
"ANY","Sphere 3D Corp.","1.2999","$53.31M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/any","NASDAQ"
"SPEX","Spherix Incorporated","0.1206","$4.16M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/spex","NASDAQ"
"SPI","SPI Energy Co., Ltd.","15.74","$9.88B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/spi","NASDAQ"
"SAVE","Spirit Airlines, Inc.","43.4","$3.1B","2011","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/save","NASDAQ"
"SPLK","Splunk Inc.","50.23","$6.52B","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/splk","NASDAQ"
"SPOK","Spok Holdings, Inc.","16.78","$352.4M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/spok","NASDAQ"
"SPWH","Sportsman&#39;s Warehouse Holdings, Inc.","n/a","n/a","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spwh","NASDAQ"
"FUND","Sprott Focus Trust, Inc.","5.0527","$114.85M","n/a","Consumer Services","Miscellaneous","http://www.nasdaq.com/symbol/fund","NASDAQ"
"SFM","Sprouts Farmers Market, Inc.","22.77","$3.5B","2013","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/sfm","NASDAQ"
"SPSC","SPS Commerce, Inc.","n/a","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spsc","NASDAQ"
"SSNC","SS&C Technologies Holdings, Inc.","61.6","$6.16B","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ssnc","NASDAQ"
"STAA","STAAR Surgical Company","6.88","$274.43M","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/staa","NASDAQ"
"STAF","Staffing 360 Solutions, Inc.","3.45","$16.92M","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/staf","NASDAQ"
"STMP","Stamps.com Inc.","97.6","$1.62B","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/stmp","NASDAQ"
"STLY","Stanley Furniture Company, Inc.","2.59","$38.62M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/stly","NASDAQ"
"SPLS","Staples, Inc.","8.91","$5.73B","1989","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spls","NASDAQ"
"SBLK","Star Bulk Carriers Corp.","0.4376","$95.81M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk","NASDAQ"
"SBLKL","Star Bulk Carriers Corp.","9.55","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkl","NASDAQ"
"SBUX","Starbucks Corporation","59.17","$87.86B","1992","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sbux","NASDAQ"
"STRZA","Starz","30.72","$3.12B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/strza","NASDAQ"
"STRZB","Starz","33.65","$3.42B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/strzb","NASDAQ"
"STFC","State Auto Financial Corporation","19.73","$815.49M","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/stfc","NASDAQ"
"STBZ","State Bank Financial Corporation.","19.53","$699.42M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stbz","NASDAQ"
"SNC","State National Companies, Inc.","9.79","$435.54M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/snc","NASDAQ"
"STDY","SteadyMed Ltd.","2.58","$35.04M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stdy","NASDAQ"
"GASS","StealthGas, Inc.","2.83","$117.51M","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass","NASDAQ"
"STLD","Steel Dynamics, Inc.","16.2","$3.92B","1996","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/stld","NASDAQ"
"SXCL","Steel Excel Inc.","13.6","$154.38M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/sxcl","NASDAQ"
"SMRT","Stein Mart, Inc.","7.04","$321.58M","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/smrt","NASDAQ"
"SBOT","Stellar Biotechnologies, Inc.","5.47","$46.21M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbot","NASDAQ"
"STEM","StemCells, Inc.","0.335","$36.45M","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/stem","NASDAQ"
"STML","Stemline Therapeutics, Inc.","5.45","$98.09M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stml","NASDAQ"
"STXS","Stereotaxis, Inc.","0.73","$15.73M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/stxs","NASDAQ"
"SRCL","Stericycle, Inc.","117.95","$10.02B","1996","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srcl","NASDAQ"
"SRCLP","Stericycle, Inc.","89.33","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srclp","NASDAQ"
"STRL","Sterling Construction Company Inc","4.89","$95.79M","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/strl","NASDAQ"
"SHOO","Steven Madden, Ltd.","30.67","$1.92B","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/shoo","NASDAQ"
"SSFN","Stewardship Financial Corp","5.77","$35.08M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssfn","NASDAQ"
"SYBT","Stock Yards Bancorp, Inc.","36.33","$540.25M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sybt","NASDAQ"
"BANX","StoneCastle Financial Corp","14.22","$92.56M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banx","NASDAQ"
"SGBK","Stonegate Bank","29.98","$379.19M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sgbk","NASDAQ"
"SSKN","Strata Skin Sciences, Inc.","1.1","$11.2M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/sskn","NASDAQ"
"SSYS","Stratasys, Ltd.","17.85","$928.75M","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ssys","NASDAQ"
"STRT","Strattec Security Corporation","51.42","$183.15M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/strt","NASDAQ"
